state_county,nursing_home_count,overall_rating,health_insp_rating,qm_rating,longstay_qm_rating,shortstay_qm_rating,staffing_rating,rn_staffing_rating,nursing_turnover,rn_turnover,admin_turnover,nurse_aide_hrspres,lpn_hrspres,rn_hrspres,total_nurse_hrspres,total_weighted_health_survey_score,reported_incidents,substantiated_complaints,infection_control_citations,num_fines,fines_dollar_total,num_payment_denials,total_penalties
"AR, Hempstead",1,5.0,3.0,5.0,5.0,3.0,4.0,3.0,39.2,28.6,0.0,2.64,1.31,0.56,4.48,63.333,0,1,2.0,2,10400.0,0,2
"AR, Madison",1,4.0,3.0,5.0,5.0,,3.0,3.0,44.9,33.3,1.0,2.3,0.84,0.6,3.71,69.333,0,0,1.0,1,655.08,0,1
"AR, Searcy",1,5.0,4.0,5.0,5.0,5.0,2.0,1.0,67.3,60.0,3.0,2.26,1.23,0.28,3.76,44.0,0,2,2.0,1,5000.0,0,1
"AR, Polk",1,5.0,5.0,5.0,5.0,5.0,3.0,2.0,46.5,16.7,0.0,3.06,1.73,0.49,5.29,30.667,0,0,0.0,0,0.0,0,0
"AR, Cleveland",1,2.0,2.0,4.0,5.0,3.0,3.0,2.0,32.4,40.0,0.0,4.32,1.62,0.4,6.4,101.833,0,1,4.0,2,12181.0,0,2
"AR, Scott",1,4.0,4.0,2.0,1.0,3.0,,,,,,,,,,46.667,0,2,1.0,2,5650.0,0,2
"AR, Poinsett",2,3.0,3.5,1.5,3.5,1.0,2.5,1.5,43.2,,0.0,3.24,1.02,0.34,4.62,61.6665,0,0,9.0,5,35750.0,1,6
"AR, Franklin",2,3.0,3.5,3.5,3.5,4.0,2.0,2.0,,,,2.72,1.0,0.33,4.07,62.0,0,5,8.0,2,114275.0,0,2
"AR, Dallas",1,1.0,1.0,4.0,5.0,3.0,3.0,2.0,50.8,40.0,0.0,3.69,1.36,0.35,5.45,133.667,1,9,7.0,3,43772.25,1,4
"AR, Pike",2,4.5,4.5,3.0,3.0,2.0,3.0,3.0,56.5,63.2,0.5,2.21,1.07,0.65,3.93,37.3335,1,1,2.0,5,18942.26,0,5
"AR, Monroe",1,4.0,3.0,5.0,5.0,,3.0,3.0,40.8,28.6,1.0,2.41,0.7,0.52,3.65,68.167,0,2,2.0,1,5000.0,0,1
"AR, Lee",1,3.0,3.0,1.0,2.0,1.0,4.0,4.0,41.8,33.3,0.0,3.15,0.94,0.86,4.9,74.667,0,0,1.0,0,0.0,0,0
"AR, Newton",1,4.0,5.0,4.0,4.0,,1.0,1.0,,,,,,,,20.0,0,1,1.0,0,0.0,0,0
"CA, San Bernardino",54,3.49,2.96,4.51,4.63,4.0,2.25,1.8,51.58,52.65,0.8,2.27,1.25,0.42,3.9,93.96181481481483,102,284,78.0,101,637221.7699999998,1,102
"CA, Los Angeles",379,2.98,2.21,4.66,4.79,4.06,2.68,2.22,43.64,47.25,0.96,2.55,1.2,0.52,4.25,129.3160264550265,1610,3834,730.0,842,10768528.88,24,866
"CA, Humboldt",5,2.4,1.8,4.6,4.6,4.75,2.25,2.25,63.78,61.08,1.0,2.4,1.11,0.52,4.01,149.8668,9,23,13.0,14,66749.01000000001,1,15
"CA, San Diego",82,4.09,3.45,4.78,4.85,4.15,3.3,3.09,45.84,49.52,0.65,2.55,1.14,0.68,4.36,63.430865853658574,312,597,68.0,96,597417.95,3,99
"CA, Stanislaus",19,3.0,2.58,4.26,4.32,3.75,2.21,1.89,51.02,54.1,1.17,2.28,1.35,0.54,4.11,100.35084210526315,63,70,29.0,26,450476.68,1,27
"CA, Solano",8,3.12,2.38,4.25,3.88,4.12,3.25,3.12,49.03,59.47,1.0,2.24,1.09,0.67,3.96,144.27075,16,72,22.0,16,276674.85,1,17
"CA, Santa Cruz",7,3.29,3.0,4.57,4.71,4.43,2.57,2.43,51.08,68.85,0.8,2.17,0.82,0.51,3.49,85.28557142857142,21,25,13.0,8,28200.0,0,8
"CA, Ventura",19,4.0,3.26,4.79,4.83,4.26,3.11,2.84,40.51,37.38,0.64,2.57,1.12,0.73,4.36,65.47363157894738,35,174,10.0,13,72906.64,0,13
"CA, Merced",10,3.2,2.8,3.9,4.1,4.25,2.8,2.4,39.13,39.38,1.38,2.65,1.22,0.51,4.36,83.11639999999998,16,18,9.0,10,104834.81,0,10
"CA, San Joaquin",25,3.28,3.0,4.24,4.48,3.71,2.68,2.36,43.61,45.29,1.11,2.39,1.25,0.55,4.16,75.30668,160,289,47.0,41,158204.01,0,41
"CA, Riverside",54,3.38,2.58,4.77,4.84,4.22,2.71,2.13,45.15,50.82,0.74,2.47,1.33,0.54,4.34,99.47946153846156,211,496,65.0,71,527966.3600000001,4,75
"CA, Madera",5,2.2,1.8,4.4,4.4,4.25,2.0,2.0,41.25,48.9,1.25,2.47,1.06,0.46,4.0,144.9,16,9,10.0,6,39438.89,0,6
"CA, Contra Costa",29,4.24,3.86,4.34,4.38,4.11,3.18,3.07,45.9,56.48,0.61,2.28,1.08,0.67,3.98,45.028758620689665,52,29,8.0,27,473167.44,1,28
"CA, San Luis Obispo",7,4.86,4.29,4.83,5.0,4.17,3.14,2.57,46.78,52.02,0.0,2.88,1.14,0.58,4.58,29.428428571428572,3,3,1.0,4,19572.55,0,4
"CA, Sutter",4,2.75,2.0,4.5,4.5,4.25,3.67,3.33,44.27,64.15,0.33,2.63,0.97,0.67,4.25,141.1665,14,24,5.0,6,23820.239999999998,1,7
"CA, Marin",12,3.17,2.08,4.83,4.75,4.3,3.5,3.42,42.6,48.3,0.62,2.82,1.05,0.96,4.74,119.5,76,90,19.0,47,488688.27999999997,3,50
"CA, Alameda",70,4.13,3.94,4.19,4.42,3.65,3.0,2.92,43.56,51.05,0.65,2.59,1.04,0.65,4.25,44.18599999999999,112,219,49.0,90,681055.9799999997,4,94
"CA, San Mateo",14,3.36,2.5,4.64,4.67,4.46,3.5,3.43,51.26,53.46,1.56,2.46,1.0,0.84,4.28,104.46414285714285,15,30,15.0,30,129911.95000000003,2,32
"CA, Orange",73,3.86,3.11,4.85,4.9,4.49,2.61,2.17,38.95,47.16,0.98,2.41,1.32,0.49,4.17,77.89818055555557,170,457,45.0,50,346058.73000000004,0,50
"CA, San Francisco",18,4.0,3.22,4.61,4.39,4.53,3.61,3.56,35.03,43.64,1.14,2.48,0.85,1.41,4.71,72.84277777777777,51,27,21.0,37,1426926.39,2,39
"CA, Sacramento",37,3.75,3.22,4.28,4.47,3.83,3.19,2.86,50.11,55.1,0.65,2.5,1.15,0.65,4.27,71.56955555555554,251,275,26.0,35,345016.79000000004,2,37
"CA, Fresno",31,2.69,2.14,4.31,4.28,4.12,2.52,2.21,54.25,51.84,1.1,2.55,1.08,0.55,4.15,153.81113333333332,114,121,46.0,73,975472.52,7,80
"CA, Santa Clara",50,3.8,3.06,4.57,4.67,4.19,3.37,3.29,39.56,47.47,0.61,2.57,1.0,0.86,4.37,77.42865306122448,188,254,110.0,76,444414.80000000005,1,77
"CA, Santa Barbara",14,4.07,3.57,4.64,4.36,4.79,3.0,2.86,36.14,45.92,0.0,2.58,1.08,0.84,4.44,56.26192857142858,27,36,3.0,7,32764.83,0,7
"CA, Sonoma",18,3.33,2.72,4.78,4.89,4.35,2.76,2.53,45.48,61.48,0.64,2.51,1.16,0.59,4.24,79.60183333333333,56,89,38.0,70,344346.55000000005,1,71
"CA, Mariposa",1,4.0,5.0,3.0,3.0,,1.0,1.0,42.9,,,4.45,1.58,0.13,6.17,7.333,0,0,0.0,0,0.0,0,0
"CA, Monterey",14,4.07,3.64,4.36,4.38,4.17,3.5,3.33,43.26,53.35,0.33,2.7,1.14,0.89,4.68,54.23814285714286,34,53,10.0,14,118615.94,1,15
"CA, Kings",3,3.0,2.67,3.33,3.33,3.0,2.33,1.67,58.1,,0.0,2.61,1.21,0.32,4.17,110.11133333333333,1,7,11.0,4,111195.0,1,5
"CA, Yolo",6,3.5,3.17,4.0,3.83,4.0,3.33,3.33,61.22,62.42,0.5,2.59,0.97,0.79,4.32,59.222333333333324,53,31,4.0,20,116095.21,3,23
"CA, Placer",10,3.8,3.1,4.3,4.1,3.89,3.2,2.9,55.11,72.96,0.57,2.43,1.25,0.61,4.27,77.95,81,133,11.0,15,142604.03000000003,1,16
"CA, Tulare",16,2.88,2.31,4.62,4.62,4.36,2.21,1.57,50.02,42.27,1.11,2.63,1.12,0.33,4.08,122.15631249999997,63,119,18.0,19,340955.38,1,20
"CA, San Benito",1,5.0,4.0,5.0,4.0,5.0,5.0,5.0,24.5,30.4,2.0,3.19,0.86,1.74,5.53,40.0,2,1,0.0,0,0.0,0,0
"CA, Tehama",2,3.5,4.0,4.5,4.5,3.5,1.5,1.0,67.6,,0.0,2.45,1.5,0.21,4.14,46.0,11,2,1.0,1,650.0,0,1
"CA, El Dorado",4,3.5,2.75,3.75,2.75,3.67,4.0,3.25,53.95,60.58,0.33,3.1,1.09,1.18,5.28,45.66675,14,19,1.0,3,20657.0,0,3
"CA, Lake",3,2.33,2.33,4.0,3.33,4.33,2.0,2.0,55.9,57.1,,2.3,0.94,0.52,3.73,94.38900000000001,13,4,5.0,4,80910.8,0,4
"CA, Shasta",10,3.9,3.3,4.4,4.44,4.57,2.89,2.56,50.52,39.63,0.43,2.54,1.45,0.73,4.69,74.44999999999999,69,52,9.0,13,178660.5,2,15
"CA, Nevada",5,4.4,3.4,4.8,5.0,4.75,2.8,2.4,42.04,32.7,0.25,2.39,1.18,0.85,4.35,45.3334,25,8,8.0,4,50319.0,2,6
"CA, Butte",9,2.0,1.67,3.89,4.22,3.62,2.5,1.88,61.24,52.31,4.57,2.74,1.37,0.42,4.53,165.94444444444443,141,103,30.0,25,135032.5,0,25
"CA, Kern",17,2.71,2.18,4.12,4.35,3.36,2.53,2.24,49.63,52.22,1.0,2.47,1.18,0.46,4.07,113.85299999999998,71,287,34.0,32,173861.96000000002,2,34
"CA, Mendocino",4,3.5,2.75,4.5,4.25,5.0,2.0,1.25,57.82,80.0,1.0,2.48,1.38,0.28,4.13,96.75025,15,8,4.0,4,335505.75,1,5
"CA, Siskiyou",1,4.0,3.0,4.0,4.0,5.0,4.0,4.0,22.5,0.0,,2.84,1.46,0.9,5.18,68.0,8,0,0.0,0,0.0,0,0
"CA, Calaveras",1,4.0,3.0,5.0,5.0,4.0,3.0,1.0,63.2,88.9,4.0,2.85,1.4,0.21,4.49,82.0,10,10,2.0,1,650.0,0,1
"CA, Napa",6,3.67,2.83,4.5,4.5,4.0,4.0,4.0,37.34,44.74,0.6,2.61,1.17,1.78,5.24,83.55550000000001,16,13,14.0,9,109163.55,1,10
"CA, Amador",1,2.0,2.0,4.0,5.0,2.0,2.0,2.0,46.1,40.0,1.0,2.72,0.78,0.4,3.82,98.667,13,15,2.0,2,10400.0,1,3
"CA, Lassen",1,1.0,2.0,3.0,2.0,4.0,1.0,1.0,60.8,71.4,0.0,1.88,1.24,0.42,3.55,92.667,5,6,3.0,1,650.0,0,1
"CA, Del Norte",1,2.0,2.0,3.0,3.0,2.0,3.0,3.0,63.1,,,2.36,1.29,0.62,4.27,133.333,3,1,3.0,0,0.0,0,0
"CO, Adams",17,3.06,2.24,4.12,4.25,4.08,3.62,4.0,50.58,53.11,1.33,2.14,0.82,0.93,3.84,129.24900000000002,7,124,41.0,82,1292602.1199999999,4,86
"CO, Denver",23,3.61,2.87,4.39,4.33,4.0,3.48,3.91,48.06,47.45,1.7,2.15,0.63,0.97,3.67,66.47830434782611,5,105,40.0,57,675709.04,2,59
"CO, Jefferson",22,3.55,2.86,4.27,4.0,4.5,3.55,3.95,61.52,57.39,2.0,2.07,0.68,0.96,3.66,72.6591818181818,7,127,46.0,64,1103991.69,4,68
"CO, Boulder",11,3.45,2.82,3.73,4.0,3.5,3.73,4.18,58.84,56.56,1.5,2.23,0.71,1.03,3.95,88.58481818181818,1,116,31.0,35,746589.5400000002,3,38
"CO, Arapahoe",20,3.55,2.7,4.05,3.89,4.0,3.95,4.3,46.98,44.76,3.43,2.19,0.76,1.14,4.03,75.88335000000001,7,123,43.0,61,693852.85,6,67
"CO, Weld",9,4.11,3.33,4.67,4.5,4.33,3.89,4.0,57.52,46.65,1.5,2.13,0.81,0.97,3.89,55.24455555555555,0,37,10.0,19,471008.73,1,20
"CO, Pueblo",9,2.78,2.22,3.78,3.62,3.38,3.22,3.89,62.83,56.26,3.25,1.99,0.71,0.85,3.53,110.92588888888889,0,137,34.0,30,630462.15,3,33
"CO, Mesa",7,3.43,2.57,4.71,4.33,4.8,4.0,4.43,61.6,55.37,0.83,2.42,0.67,1.14,4.19,76.09528571428572,1,8,12.0,16,304930.94,0,16
"CO, El Paso",22,3.24,2.52,4.29,3.94,4.38,3.52,3.9,60.69,60.38,1.05,2.14,0.66,0.96,3.76,107.1136818181818,7,191,46.0,92,1027518.47,5,97
"CO, Montrose",3,3.0,2.33,4.33,4.33,4.67,3.0,3.0,55.77,63.17,0.5,1.87,1.05,0.77,3.66,66.889,1,21,7.0,4,75322.0,0,4
"CO, Larimer",14,3.57,2.93,3.71,3.77,3.77,3.86,4.43,61.39,52.87,0.85,2.18,0.61,1.2,3.93,65.47628571428571,1,92,31.0,37,609456.75,1,38
"CO, Gunnison",1,4.0,4.0,1.0,1.0,,5.0,5.0,80.0,85.7,0.0,2.66,0.86,1.2,4.6,37.333,0,0,1.0,2,7819.5,0,2
"CO, Logan",2,2.5,2.0,3.0,2.5,3.0,4.0,4.0,44.4,40.0,1.0,2.41,1.05,0.9,4.3,115.0,1,7,1.0,8,185539.75,1,9
"CO, Montezuma",2,5.0,4.0,5.0,4.0,5.0,2.5,2.5,52.0,71.4,2.0,2.7,0.38,0.53,3.63,32.6665,0,1,1.0,3,15652.0,0,3
"CO, Morgan",3,4.33,4.0,4.0,3.0,5.0,3.33,3.67,47.65,42.3,2.33,2.46,0.7,1.1,4.15,30.889,2,4,2.0,14,61040.2,0,14
"CO, Fremont",6,3.5,3.0,3.67,3.5,4.0,3.33,3.83,59.16,54.9,1.4,1.93,0.59,1.35,3.78,59.33316666666667,2,8,3.0,17,101258.74,0,17
"CO, Lincoln",1,4.0,3.0,2.0,2.0,,5.0,5.0,,,,1.88,0.99,2.07,4.44,48.667,0,0,2.0,2,10539.75,0,2
"CO, Chaffee",1,5.0,4.0,5.0,5.0,5.0,2.0,2.0,59.0,54.5,5.0,1.59,0.55,0.49,2.61,30.0,0,4,1.0,3,2932.61,0,3
"CO, Alamosa",2,4.5,4.0,4.5,4.0,4.5,4.0,5.0,58.4,63.9,4.5,2.1,0.61,1.21,3.77,32.3335,0,0,6.0,5,24073.13,1,6
"CO, Otero",2,3.0,2.5,4.5,4.0,5.0,3.0,3.0,,,,1.56,0.43,0.68,2.59,141.5,1,9,22.0,20,207098.72,1,21
"CO, Garfield",4,3.75,3.0,4.5,4.5,4.5,3.0,3.0,46.4,37.7,3.33,2.43,0.55,1.11,4.12,48.83325,0,16,2.0,11,66358.5,0,11
"CO, La Plata",2,3.0,2.0,4.0,4.5,4.0,4.0,4.0,48.1,50.0,2.0,2.07,0.87,0.98,3.95,80.6665,0,5,1.0,4,82225.0,0,4
"CO, Delta",3,2.67,2.33,4.0,3.33,5.0,3.33,4.33,64.4,67.5,0.33,1.51,0.71,1.02,3.21,90.16666666666667,4,19,3.0,14,137956.8,1,15
"CO, Rio Blanco",1,3.0,4.0,1.0,1.0,,4.0,5.0,,,,1.4,0.51,1.54,3.21,34.667,0,0,0.0,5,29334.31,0,5
"CO, Kit Carson",1,4.0,4.0,2.0,2.0,1.0,4.0,4.0,47.8,60.0,0.0,2.08,0.79,0.75,3.59,26.667,0,0,0.0,3,27162.2,0,3
"CO, Douglas",8,4.12,3.38,4.75,4.5,4.33,3.75,3.88,55.5,51.2,2.17,2.16,0.6,1.53,4.22,76.63324999999999,0,65,31.0,35,364163.80000000005,2,37
"CO, Rio Grande",3,2.67,3.67,2.67,2.67,2.0,2.33,2.33,46.95,30.0,1.5,2.88,0.7,1.22,4.7,46.72233333333333,1,0,1.0,12,65329.51,1,13
"CO, Prowers",2,2.0,1.5,2.0,2.0,,4.5,4.5,54.65,50.0,2.0,2.85,0.61,1.37,4.87,133.83350000000002,0,18,12.0,8,114620.94,0,8
"CO, Phillips",1,5.0,4.0,5.0,5.0,5.0,3.0,4.0,59.4,33.3,,1.73,0.31,0.85,2.83,27.333,0,0,0.0,4,44186.07,1,5
"CO, Washington",1,2.0,3.0,4.0,4.0,,1.0,1.0,51.0,40.0,1.0,3.73,1.15,0.6,5.51,64.667,0,3,0.0,3,60398.0,0,3
"CO, Crowley",1,2.0,1.0,2.0,2.0,,4.0,4.0,59.5,57.1,4.0,2.38,0.85,0.82,4.0,143.833,0,0,6.0,2,67531.75,0,2
"CO, Yuma",1,3.0,4.0,3.0,3.0,,1.0,1.0,,,,,,,,34.0,0,0,1.0,4,8658.1,0,4
"CO, Teller",2,4.5,3.5,4.5,4.5,5.0,4.0,4.5,49.3,50.0,,2.13,0.64,1.16,3.96,29.6665,0,6,3.0,0,0.0,0,0
"CO, Routt",1,5.0,3.0,5.0,4.0,5.0,5.0,5.0,,,,2.27,1.32,1.17,4.62,49.333,0,0,0.0,4,7925.0,0,4
"CO, Bent",1,5.0,4.0,5.0,5.0,,5.0,5.0,70.4,53.8,1.0,2.49,0.47,1.32,4.15,27.333,0,0,1.0,1,7345.0,0,1
"CO, Archuleta",1,1.0,2.0,4.0,3.0,5.0,1.0,1.0,66.7,85.7,1.0,2.02,0.75,0.56,3.32,49.333,0,1,1.0,2,30257.5,0,2
"CO, Broomfield",1,4.0,4.0,3.0,4.0,2.0,3.0,3.0,37.7,31.8,0.0,2.53,0.74,0.72,3.95,38.0,1,8,4.0,4,56524.0,1,5
"CO, Moffat",1,3.0,2.0,2.0,2.0,,4.0,5.0,65.4,44.4,3.0,2.18,0.6,1.2,3.88,76.333,1,1,3.0,3,78399.82,1,4
"CO, Las Animas",1,1.0,1.0,2.0,3.0,2.0,1.0,1.0,48.0,77.8,3.0,2.68,0.94,0.17,3.7,156.667,0,3,1.0,1,21235.5,0,1
"CO, Conejos",1,3.0,2.0,3.0,3.0,,4.0,4.0,40.9,28.6,1.0,2.83,0.25,0.9,3.99,101.333,0,6,1.0,4,45331.0,0,4
"CO, Eagle",1,2.0,1.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,1.0,3.62,0.79,1.54,5.79,129.5,0,2,0.0,5,254509.25,0,5
"CO, Elbert",1,3.0,2.0,5.0,5.0,,3.0,5.0,62.5,28.6,0.0,0.38,0.5,1.45,2.28,107.0,2,1,3.0,0,0.0,0,0
"CO, Sedgwick",1,1.0,1.0,2.0,2.0,,1.0,1.0,31.8,,,2.01,1.42,0.35,3.75,298.0,2,0,2.0,4,4569.5,0,4
"CO, Baca",2,3.0,3.0,3.0,3.0,,3.0,3.0,53.2,54.5,0.0,3.27,1.07,0.94,5.25,47.3335,0,2,3.0,0,0.0,0,0
"CO, Huerfano",1,5.0,3.0,5.0,5.0,,5.0,5.0,41.2,45.8,1.0,2.72,0.74,1.46,4.69,63.333,0,0,1.0,0,0.0,0,0
"CO, Cheyenne",1,5.0,5.0,2.0,2.0,,5.0,5.0,29.4,,,2.45,0.73,1.76,4.68,6.0,0,0,2.0,4,4550.0,0,4
"CT, Fairfield",38,3.16,2.97,3.61,3.32,3.84,3.14,3.11,31.57,39.98,0.71,2.09,0.92,0.76,3.73,42.21928947368421,41,63,93.0,51,404060.44999999995,2,53
"CT, Hartford",59,3.28,2.74,4.19,4.02,4.1,3.3,3.46,36.8,42.0,0.7,2.15,0.78,0.82,3.69,46.70124137931033,99,130,170.0,90,835870.1300000001,0,90
"CT, New Haven",53,3.0,2.6,3.45,3.36,3.5,3.04,3.15,50.61,50.08,0.61,2.02,0.82,0.81,3.6,58.374188679245286,98,108,161.0,80,1107424.08,2,82
"CT, Middlesex",16,3.44,2.94,4.19,3.62,4.4,3.25,3.75,49.03,49.61,0.8,1.92,0.65,0.99,3.45,51.6041875,23,33,61.0,29,437459.35000000003,0,29
"CT, Windham",9,4.0,3.22,4.22,3.44,4.67,4.0,4.22,43.84,41.11,0.57,2.23,0.86,0.95,3.96,37.81477777777778,10,6,22.0,9,122261.0,0,9
"CT, New London",16,3.31,2.69,4.25,3.62,4.44,3.56,3.94,53.15,53.68,0.79,2.04,0.72,0.88,3.61,51.67712500000001,35,39,74.0,27,404689.44,0,27
"CT, Litchfield",12,3.0,2.83,3.58,3.67,3.45,2.83,3.08,52.47,47.11,0.33,1.69,0.72,0.76,3.11,67.95833333333333,21,38,30.0,51,293151.11,1,52
"CT, Tolland",5,3.4,3.0,3.6,3.6,3.6,3.2,3.2,38.62,38.78,1.2,1.94,0.97,0.77,3.62,44.4666,4,17,17.0,9,111378.69,0,9
"DE, New Castle",26,3.88,3.08,4.16,4.12,4.11,4.16,4.4,49.99,47.98,0.73,2.21,1.07,1.21,4.41,87.16673076923075,36,112,49.0,49,305366.68,0,49
"DE, Sussex",12,3.36,2.27,4.09,3.45,4.6,4.36,4.64,51.15,48.17,0.55,2.24,0.89,1.43,4.36,100.83327272727273,49,70,21.0,16,130297.16,0,16
"DE, Kent",7,4.29,3.29,4.29,4.17,4.2,4.43,4.43,51.55,48.82,9.0,2.75,1.13,1.44,5.21,74.99985714285712,19,33,13.0,5,422532.39,0,5
"DC, The District",17,3.88,3.12,4.41,4.69,3.93,4.06,4.12,42.15,44.28,1.18,2.28,0.6,1.26,4.29,103.6725294117647,2,9,59.0,40,808477.0199999999,1,41
"FL, Lake",17,3.76,3.18,4.29,4.12,4.29,3.25,2.88,55.45,57.44,1.0,2.64,1.01,0.62,4.28,29.41970588235294,5,16,5.0,29,201503.97999999998,0,29
"FL, Volusia",29,3.46,3.04,4.0,4.07,3.88,3.36,3.04,53.95,51.21,1.86,2.71,0.94,0.69,4.31,35.787413793103454,16,70,20.0,33,258607.7,0,33
"FL, Miami-Dade",53,3.6,2.6,4.49,4.73,3.84,3.85,4.06,37.31,51.99,1.36,2.42,0.63,1.01,4.0,58.25094339622641,38,81,98.0,63,1621715.71,1,64
"FL, Broward",33,3.06,2.21,4.12,4.59,3.39,3.64,3.64,38.99,58.22,0.86,2.64,0.8,0.8,4.24,50.414151515151524,26,93,44.0,51,705941.54,4,55
"FL, Pinellas",67,3.43,2.96,3.76,4.12,3.05,3.4,3.21,56.69,59.35,1.21,2.63,0.89,0.69,4.19,35.72137313432836,90,241,129.0,161,1237827.4900000005,8,169
"FL, Duval",34,3.38,2.91,4.0,4.09,3.84,3.29,3.1,57.13,62.52,2.22,2.68,0.89,0.72,4.28,57.656250000000014,39,83,50.0,53,1246122.54,0,53
"FL, Hillsborough",29,3.24,2.52,4.31,4.55,3.52,3.31,3.34,55.4,61.32,1.33,2.51,0.76,0.78,4.01,52.620655172413805,37,150,72.0,62,1315829.19,4,66
"FL, Highlands",5,3.6,3.2,4.4,4.4,3.8,2.2,2.2,42.47,40.57,2.8,2.27,0.99,0.45,3.71,30.5336,3,17,13.0,14,72961.61,2,16
"FL, Palm Beach",54,3.6,2.55,4.13,4.27,3.78,3.91,4.0,41.55,58.65,1.69,2.51,0.67,0.97,4.09,45.34283018867923,43,154,64.0,106,746936.0499999998,3,109
"FL, Manatee",13,3.69,2.85,4.69,4.54,4.23,3.31,3.15,50.84,56.53,2.75,2.42,0.83,0.7,3.92,34.57699999999999,21,66,26.0,17,266798.9,1,18
"FL, Sarasota",30,3.37,2.87,3.9,3.8,3.7,3.47,3.2,47.73,49.92,1.11,2.71,1.01,0.73,4.41,48.31666666666668,32,89,43.0,33,832290.3799999999,1,34
"FL, Bay",5,4.4,4.4,3.0,2.8,3.4,3.4,2.6,61.23,65.05,0.75,2.99,1.31,0.57,4.86,12.4,4,5,2.0,2,1630.14,0,2
"FL, Leon",8,2.75,2.25,3.75,4.12,3.0,3.38,2.75,54.73,54.2,0.8,2.83,1.08,0.97,4.88,67.91675000000001,18,53,14.0,15,307771.81,1,16
"FL, Pasco",19,3.39,3.06,4.17,4.24,3.71,3.22,3.06,54.53,57.28,0.82,2.51,1.0,0.73,4.19,34.366722222222236,27,58,24.0,37,265162.57,1,38
"FL, Polk",26,2.96,2.38,4.12,4.26,3.96,3.0,2.71,58.58,68.48,1.7,2.63,0.95,0.63,4.18,61.22263999999999,46,129,65.0,68,1106207.54,8,76
"FL, Collier",12,4.08,3.5,3.92,4.3,3.58,4.17,4.17,40.32,47.97,0.6,2.73,0.78,1.08,4.55,36.888999999999996,5,28,7.0,19,234587.22,0,19
"FL, Okaloosa",8,4.38,4.12,3.75,4.0,3.5,3.12,2.88,51.73,49.23,1.25,2.62,0.87,0.63,4.09,15.916625,1,6,3.0,4,158325.64,0,4
"FL, Alachua",12,2.92,2.25,4.42,4.45,4.17,2.75,2.25,64.53,53.1,1.67,2.44,0.86,0.48,3.76,83.19458333333334,2,20,20.0,42,818755.93,0,42
"FL, Marion",10,3.2,2.5,4.1,4.4,3.3,3.1,2.5,45.85,50.82,1.89,2.65,1.12,0.51,4.28,63.87339999999999,5,24,19.0,23,592056.2,1,24
"FL, Brevard",21,2.95,2.33,4.19,4.48,3.57,3.14,2.95,51.44,57.12,1.72,2.53,0.91,0.62,4.05,63.85871428571429,37,43,19.0,54,669585.13,0,54
"FL, Baker",2,4.5,4.0,4.0,3.0,4.0,3.5,3.0,54.6,53.15,2.5,3.03,1.06,0.65,4.73,19.333,1,0,0.0,0,0.0,0,0
"FL, Lee",21,3.33,2.71,4.14,4.16,3.81,3.95,3.95,40.44,52.63,1.27,2.66,0.83,1.18,4.6,90.27461904761903,17,114,37.0,44,1089874.47,2,46
"FL, St. Lucie",8,2.25,1.88,3.88,4.25,3.0,3.0,3.12,45.11,61.69,2.5,2.62,0.76,0.68,4.05,70.249875,8,41,6.0,18,219275.10000000003,0,18
"FL, Escambia",15,3.93,3.87,3.27,3.21,3.27,3.53,3.27,49.86,52.31,1.13,2.71,0.92,0.77,4.37,18.8888,8,21,4.0,11,115549.2,1,12
"FL, Martin",7,3.43,2.86,4.0,4.14,3.29,3.29,3.29,36.1,49.98,2.5,2.38,0.75,0.68,3.79,42.42857142857143,2,24,3.0,10,95872.22,0,10
"FL, Wakulla",1,3.0,4.0,4.0,2.0,5.0,1.0,1.0,,,,0.0,0.03,0.03,0.06,18.0,0,0,1.0,1,657.8,0,1
"FL, Charlotte",8,3.88,3.5,4.25,4.5,3.43,3.25,3.0,41.41,50.9,1.12,2.59,1.12,0.65,4.34,28.16675,4,3,6.0,9,76612.47,1,10
"FL, Hernando",6,3.4,3.0,3.8,4.2,3.4,3.2,3.2,56.08,52.64,1.4,2.54,0.8,0.66,3.98,28.9332,0,4,4.0,6,17407.0,0,6
"FL, Orange",36,3.63,3.06,4.2,4.18,3.97,3.48,3.36,48.36,58.56,1.61,2.55,0.78,0.77,4.09,42.081914285714284,25,66,43.0,57,384711.0900000001,1,58
"FL, Citrus",9,3.33,2.78,4.11,4.44,3.56,2.78,2.67,50.78,45.92,1.44,2.51,0.98,0.55,4.04,50.685111111111105,3,7,5.0,13,91953.37,0,13
"FL, St. Johns",8,3.62,3.12,3.88,3.75,3.71,4.0,3.88,58.28,66.32,2.5,2.85,1.0,1.11,4.87,53.937625,4,5,6.0,19,244379.35,1,20
"FL, Santa Rosa",4,3.5,3.0,3.5,2.5,4.25,4.5,4.25,53.03,54.4,1.0,2.76,0.95,1.05,4.68,50.2085,5,8,0.0,7,57365.75,0,7
"FL, Columbia",4,3.0,2.75,3.75,4.0,3.5,3.0,2.75,56.93,34.23,0.75,2.69,0.98,0.59,4.28,36.16675,0,5,3.0,2,36617.0,0,2
